customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9PG2-0AXLSL,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.38,4444.75,Yes
OX4G-WR9R90,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.81,3903.87,No
1C1N-TALR65,Male,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,111.86,5698.32,No
50U7-QL4UHF,Male,1,Yes,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,74.08,2375.73,No
D10C-O9YF08,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.73,2208.89,No
GP93-L4WKGN,Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.81,3501.86,No
Z5WO-2ZA2YA,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.5,777.57,Yes
X1IM-QGZ7DY,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.94,1647.08,No
FNI4-MEY28N,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.61,6158.08,No
84L1-BN2AHR,Male,0,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),100.08,6149.99,No
AKSE-THXO0V,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,54.94,1406.68,No
XZED-2GAVZU,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,62.74,62.65,No
GPAK-H5VOEC,Female,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.6,3876.13,No
S2M5-X1YSFA,Male,1,No,No,8,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),58.19,458.52,No
XB10-Q39IKX,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.14,3861.36,No
PEI4-0QQLWG,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),67.27,4378.89,No
QY68-MV6TW2,Male,0,No,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67.09,2602.43,No
65XB-SVN5N7,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,73.82,5060.46,No
J9XK-0JIQTT,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),62.41,4403.35,No
GM1R-MQCDE5,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.39,1865.65,No
HL6K-CU7IDL,Female,1,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),49.44,3369.59,No
O3S7-1EAN8G,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.33,1834.39,No
ENAG-X6E3M6,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),96.25,6168.15,No
EVDG-3CWC71,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.02,1704.89,No
REAZ-92VQBS,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),90.76,170.7,No
930Y-WFOOAM,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.81,189.98,No
UIJR-G7ZNGZ,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,56.18,3167.1,No
VSSH-O7IDK4,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),57.08,2394.72,No
1GGO-IMBDMJ,Female,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.61,3682.51,No
0EA5-K6ANU6,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),51.32,2880.23,Yes
P4PH-WRO7ZI,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),36.97,2276.87,No
B80F-6MY7LU,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),47.63,1580.73,No
VAWF-NMN2DM,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.34,1429.1,Yes
SHHA-E12WF6,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),85.73,1980.88,No
6G5B-FNCSWF,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.18,3896.8,Yes
KEXB-PF71OE,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),53.73,1383.65,No
HIRJ-CQM89U,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.22,2521.4,No
9U4A-S419ZJ,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,54.11,3464.17,No
9FF3-V8VXKW,Male,1,No,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.57,3036.64,Yes
TV69-S2PCPK,Female,1,Yes,Yes,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.24,0.0,No
8D3X-PSPZ5A,Female,1,No,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),81.85,2763.32,No
CGP5-ZVLJ68,Female,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,81.34,5098.57,No
044E-AQO8DF,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.41,102.36,No
HW1I-GJCPQO,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.44,1681.35,No
QB62-0EIPQ1,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.95,621.63,Yes
9H1D-87W5UQ,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.41,3291.36,No
SBMS-5141SS,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,32.65,1864.21,No
OG3C-8TWE1U,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,37.4,1389.08,Yes
3815-VAQIUU,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.99,1550.71,No
359K-PQWT9E,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.09,1522.66,No
IXEE-KQ4GJZ,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.16,5146.25,Yes
E29Q-1NFJYT,Male,1,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.58,3168.62,Yes
S9D9-83VCZ3,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,68.56,3732.08,No
HYM6-ODXQGE,Male,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),78.01,4285.64,No
L0F6-6J7N1O,Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),78.22,1322.93,Yes
BH43-RU40LN,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.52,2743.81,No
ISGH-YD7XNR,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),40.78,2843.02,No
U76P-370K0I,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.9,45.25,No
UC3W-N2C9CC,Male,1,Yes,No,53,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.1,2887.75,Yes
YK1T-03JAC8,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),64.37,2039.38,No
3RIH-PJ0XWT,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),47.01,140.38,No
DYP2-GLV7RM,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,83.36,1985.37,No
4MU2-4CANIR,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.24,3470.31,Yes
7RUI-VE0OLB,Female,1,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.38,7527.74,No
S3VN-JDNT0L,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.5,270.96,No
Z4ER-OW7UVC,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),63.32,1770.34,No
RPDH-UYRCVY,Male,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.57,3062.07,No
UDIQ-3ZZMHE,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.39,804.86,Yes
LUPI-AA3R01,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,69.12,4453.6,No
MTMY-F3O7VC,Male,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.8,5187.34,No
ONV3-8SP5V3,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.24,1583.76,No
VMG0-QV0O9M,Female,1,No,No,4,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,52.02,221.78,No
ZPOW-YEUFQQ,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,44.42,379.29,Yes
94W5-LD2VXT,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,61.54,190.38,No
M28X-D3D2O7,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.36,946.79,No
VNRS-7N8ZZD,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.73,2337.76,No
WYKW-ZV1KBU,Female,1,No,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,97.34,4597.65,No
D9V3-QN5RG3,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.49,3489.27,No
SMNM-56DHFU,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,109.47,4337.79,No
MY2A-3G59SD,Male,1,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,28.88,2049.21,No
151I-F39PHG,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,53.12,1806.62,No
PCVM-34F67X,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.22,2011.13,Yes
MCZC-NR0XVY,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.67,3973.86,No
97P1-LO8V1F,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.92,3849.95,No
LXEP-3LXHSU,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),22.23,452.97,No
PMB6-VUFGQP,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.09,0.0,Yes
UJK2-3V3OM4,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.25,1536.93,No
DE1O-XPLGRJ,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.84,1964.08,No
0KI6-DXY379,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.17,644.9,No
VGJG-BBEAPP,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),69.1,2611.86,No
K1XN-0WCL1D,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),49.8,1737.65,No
HJF4-DAPEBW,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),67.0,70.64,No
MUJH-89D1Q5,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,65.53,4427.47,No
CW30-RPKTIE,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.99,1575.17,No
HIWV-69K8HT,Female,0,No,No,65,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,40.04,2811.39,No
U3K1-S0XR8R,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),74.74,5161.35,No
FOB8-K2YGNH,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,100.16,582.86,No
ZI62-KAJQX8,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.66,3799.85,No
FRRI-GPDBQ0,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.84,368.41,No
AX65-5W5H9K,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,52.94,2326.64,No
MSN6-QYPKGZ,Female,1,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,73.61,3796.85,No
2V2Q-8SX48C,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.45,437.62,No
80Q3-OTMH5T,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.44,568.48,Yes
GP1I-NHBX6S,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.51,386.93,No
UL39-0I0L6B,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,61.76,2499.47,No
ZI8H-957BF7,Female,1,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,48.52,3135.31,No
UCE5-OBLPUX,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,63.87,1625.25,No
AEVH-HC19HG,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),80.81,4232.08,Yes
9798-GIJ8RW,Male,1,No,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.43,629.14,No
H8L4-0RTXW9,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.57,413.68,No
UZNP-0RFZFX,Male,1,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.6,3640.47,Yes
EL9T-4ERAQU,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.03,536.5,No
WMCZ-90KJLP,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,69.31,3592.59,No
7PM0-IRT8YM,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.12,309.95,No
D05L-0F5VZX,Male,0,No,No,35,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),46.39,1563.2,No
HLLN-2H0CV4,Male,0,No,No,54,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,105.54,5332.49,No
2Q8L-LKDPM7,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.26,1160.87,No
Z5NI-NIFOW1,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.22,2256.71,No
H1V1-57J9QZ,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.62,2996.64,No
HHLO-LBP2Z8,Female,1,No,No,51,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.56,4834.77,No
VW72-G0PI9L,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.8,2947.01,No
3TTE-D94707,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),79.17,2262.01,No
J514-L41SMF,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),57.98,2899.38,No
1WWO-VTK4D7,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.5,2164.95,No
HS2T-5D6164,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),89.15,2229.33,No
16JO-DQ8Q5J,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),27.03,1071.06,No
LI2T-UPGU3G,Male,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),102.04,1590.79,No
XI7P-FGPKG1,Female,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),77.84,4801.66,No
77JL-54C72U,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.11,3866.22,No
IDIA-D3QB9B,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),97.5,695.01,No
AARA-MK1T77,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),67.54,4425.94,No
L15H-DWW1UG,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),83.6,3884.6,No
BL33-UBEI1S,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.47,5728.26,No
LVTO-5UGGCC,Male,1,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.19,1699.75,No
8BJY-5TZMG3,Female,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.32,2174.23,No
6QH2-UEVNBG,Male,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,6979.27,No
WS59-IJX740,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),20.0,549.75,Yes
EXPJ-3L96KW,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.56,540.09,No
04KQ-6UTUZ3,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,73.41,4203.57,No
N886-VWJTKQ,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.52,3227.31,No
UGEM-TAF9L6,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,82.56,1345.46,No
EWMP-BGN5XV,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,70.37,305.24,No
50SR-JH69H1,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),95.41,882.21,No
D5ZF-I5MEHE,Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.8,4623.89,No
2ZLD-AB9OD0,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.89,1773.12,No
XATJ-UUFQ41,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,82.17,438.53,No
VPT3-1B11WY,Male,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.8,657.45,Yes
LSLN-DGC3XO,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.06,275.68,No
VCRG-34SJYO,Female,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,70.57,2580.73,Yes
99TV-CO6IGR,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,75.19,5179.11,No
TWDD-6FDOIO,Female,0,No,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.46,3650.96,Yes
F2IL-VQLI99,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,20.0,135.28,No
J9WB-WYLWHK,Female,1,Yes,No,40,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.22,1322.31,No
9SXF-JSR7C4,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.69,1465.28,No
VTRQ-T3WPFP,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.46,2322.43,No
S1QC-PFN17T,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.63,4988.07,No
U6L9-M3V7F4,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.9,840.05,No
U9KB-RSI18P,Female,1,No,No,66,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),38.44,2383.11,No
PWE2-4MSMZC,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.24,5390.18,No
XKS7-THJIYC,Male,0,No,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,64.68,3425.32,No
B378-Z09JG9,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,47.22,2275.03,No
14AE-XQI733,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,82.67,5068.54,No
DEHY-LJWF23,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.89,2309.25,Yes
WVPA-5G5PTB,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.62,5851.31,Yes
1911-7GRNJC,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,42.56,2310.84,No
